timestamp,open,high,low,close,volume,vwap,trades,pre_market,after_market,dividend,split
2023-12-04 05:00:00,369.1,369.52,362.9,369.14,32063301.0,,32063301.0,373.0,370.1,,
2023-12-05 05:00:00,366.45,373.075,365.621,372.52,23017535.0,,23017535.0,368.66,374.42,,
2023-12-06 05:00:00,373.54,374.18,368.03,368.8,21174417.0,,21174417.0,373.59,368.29,,
2023-12-07 05:00:00,368.23,371.4527,366.32,370.95,23118104.0,,23118104.0,368.58,370.53,,
2023-12-08 05:00:00,369.2,374.46,368.23,374.23,20142366.0,,20142366.0,369.86,373.93,,
2023-12-11 05:00:00,368.48,371.6,366.1,371.3,27708757.0,,27708757.0,373.51,371.65,,
2023-12-12 05:00:00,370.85,374.42,370.46,374.38,24834333.0,,24834333.0,372.65,374.7,,
2023-12-13 05:00:00,376.02,377.6361,370.77,374.37,30605531.0,,30605531.0,374.7,375.5399,,
2023-12-14 05:00:00,373.31,373.76,364.13,365.93,43270261.0,,43270261.0,376.0,366.3,,
2023-12-15 05:00:00,366.85,372.4,366.28,370.73,78502324.0,,78502324.0,367.3,369.85,,
2023-12-18 05:00:00,369.45,373.0,368.68,372.65,21802878.0,,21802878.0,370.3,372.38,,
2023-12-19 05:00:00,371.49,373.26,369.84,373.26,20593658.0,,20593658.0,372.51,373.25,,
2023-12-20 05:00:00,375.0,376.03,370.53,370.62,26316623.0,,26316623.0,373.01,371.0,,
2023-12-21 05:00:00,372.56,374.41,370.04,373.54,17608006.0,,17608006.0,372.44,373.12,,
2023-12-22 05:00:00,373.68,375.18,372.71,374.58,17102684.0,,17102684.0,372.3,375.05,,
2023-12-26 05:00:00,375.0,376.94,373.5,374.66,12673050.0,,12673050.0,375.7,374.66,,
2023-12-27 05:00:00,373.69,375.06,372.8116,374.07,14905412.0,,14905412.0,374.66,374.08,,
2023-12-28 05:00:00,375.37,376.458,374.16,375.28,14327013.0,,14327013.0,374.5,376.0,,
2023-12-29 05:00:00,376.0,377.16,373.48,376.04,18730838.0,,18730838.0,376.01,375.65,,
2024-01-02 05:00:00,373.86,375.9,366.771,370.87,25258633.0,,25258633.0,376.73,369.57,,
2024-01-03 05:00:00,369.01,373.2562,368.51,370.6,23013465.0,,23013465.0,369.49,371.05,,
2024-01-04 05:00:00,370.665,373.1,367.17,367.94,20901502.0,,20901502.0,371.09,368.65,,
2024-01-05 05:00:00,368.97,372.06,366.5,367.75,21004575.0,,21004575.0,367.97,367.94,,
2024-01-08 05:00:00,369.3,375.2,369.01,374.69,23132275.0,,23132275.0,367.99,374.08,,
2024-01-09 05:00:00,372.01,375.99,371.19,375.79,20828828.0,,20828828.0,374.2,375.9,,
2024-01-10 05:00:00,376.37,384.17,376.32,382.77,25497145.0,,25497145.0,376.5,384.2299,,
2024-01-11 05:00:00,386.0,390.68,380.38,384.63,27850846.0,,27850846.0,385.7,382.56,,
2024-01-12 05:00:00,385.49,388.68,384.65,388.47,21641153.0,,21641153.0,383.23,388.1,,
2024-01-16 05:00:00,393.66,394.03,387.6229,390.27,27142268.0,,27142268.0,388.44,390.34,,
2024-01-17 05:00:00,387.98,390.11,384.81,389.47,21698908.0,,21698908.0,389.98,389.33,,
2024-01-18 05:00:00,391.72,393.99,390.12,393.87,23391588.0,,23391588.0,392.63,394.55,,
2024-01-19 05:00:00,395.76,398.67,393.5,398.67,29331136.0,,29331136.0,397.0,397.2,,
2024-01-22 05:00:00,400.02,400.62,393.59,396.51,27016902.0,,27016902.0,400.1,396.53,,
2024-01-23 05:00:00,395.75,399.38,393.93,398.9,20525882.0,,20525882.0,396.88,400.9,,
2024-01-24 05:00:00,401.54,405.63,400.45,402.56,24362953.0,,24362953.0,401.74,403.71,,
2024-01-25 05:00:00,404.32,407.01,402.5294,404.87,21008155.0,,21008155.0,404.0,402.99,,
2024-01-26 05:00:00,404.37,406.17,402.43,403.93,17803271.0,,17803271.0,401.12,404.15,,
2024-01-29 05:00:00,406.06,409.98,404.33,409.72,24479936.0,,24479936.0,403.0,412.8,,
