timestamp,open,high,low,close,volume,vwap,trades,pre_market,after_market,dividend,split
2024-05-02 04:00:00,397.66,399.93,394.6515,397.84,17709364.0,,17709364.0,397.9,397.65,,
2024-05-03 04:00:00,402.28,407.15,401.86,406.66,17446724.0,,17446724.0,398.99,407.19,,
2024-05-06 04:00:00,408.76,413.93,406.3701,413.54,16996639.0,,16996639.0,407.23,412.65,,
2024-05-07 04:00:00,414.66,414.67,409.09,409.34,20018228.0,,20018228.0,413.83,409.98,,
2024-05-08 04:00:00,408.17,412.23,406.7132,410.54,11792308.0,,11792308.0,410.46,410.0,,
2024-05-09 04:00:00,410.57,412.72,409.1,412.32,14647327.0,,14647327.0,409.61,412.99,,
2024-05-10 04:00:00,412.935,415.38,411.8,414.74,13395681.0,,13395681.0,413.26,414.6,,
2024-05-13 04:00:00,418.01,418.348,410.82,413.72,15440226.0,,15440226.0,418.6,414.22,,
2024-05-14 04:00:00,412.02,417.49,411.55,416.56,15109306.0,,15109306.0,414.1,416.7,,
2024-05-15 04:00:00,417.9,423.81,417.27,423.08,22239533.0,,22239533.0,415.61,423.55,0.75,
2024-05-16 04:00:00,421.8,425.42,420.35,420.99,16915050.0,,16915050.0,423.83,421.79,,
2024-05-17 04:00:00,422.54,422.92,418.025,420.21,15352239.0,,15352239.0,422.0,420.21,,
2024-05-20 04:00:00,420.21,426.77,419.99,425.34,16235137.0,,16235137.0,420.46,425.45,,
2024-05-21 04:00:00,426.825,432.97,424.85,429.04,21451855.0,,21451855.0,425.67,430.03,,
2024-05-22 04:00:00,430.09,432.41,427.13,430.52,18073698.0,,18073698.0,429.39,431.18,,
2024-05-23 04:00:00,432.97,433.6,425.424,427.0,17189689.0,,17189689.0,432.84,426.98,,
2024-05-24 04:00:00,427.19,431.055,424.41,430.16,11855285.0,,11855285.0,427.16,430.3,,
2024-05-28 04:00:00,429.63,430.82,426.6,430.32,15714424.0,,15714424.0,430.84,429.5,,
2024-05-29 04:00:00,425.69,430.94,425.69,429.17,15517130.0,,15517130.0,427.64,425.48,,
2024-05-30 04:00:00,424.3,424.3,414.24,414.67,28388472.0,,28388472.0,425.5,413.75,,
2024-05-31 04:00:00,416.75,416.75,404.51,415.13,47949650.0,,47949650.0,413.45,415.19,,
2024-06-03 04:00:00,415.525,416.43,408.9234,413.52,17477275.0,,17477275.0,416.5,414.4,,
2024-06-04 04:00:00,412.43,416.44,409.675,416.07,14343917.0,,14343917.0,413.8,416.56,,
2024-06-05 04:00:00,417.81,424.08,416.3,424.01,16988038.0,,16988038.0,416.85,423.47,,
2024-06-06 04:00:00,424.01,425.31,420.58,424.52,14832341.0,,14832341.0,423.25,424.45,,
2024-06-07 04:00:00,426.2,426.28,423.0,423.85,13608450.0,,13608450.0,424.89,423.81,,
2024-06-10 04:00:00,424.7,428.08,423.89,427.87,13653034.0,,13653034.0,423.8,427.17,,
2024-06-11 04:00:00,425.475,432.82,425.25,432.68,14550801.0,,14550801.0,427.17,433.2999,,
2024-06-12 04:00:00,435.32,443.4,433.25,441.06,22366233.0,,22366233.0,433.31,439.78,,
2024-06-13 04:00:00,440.85,443.39,439.37,441.58,15960565.0,,15960565.0,441.0,439.9387,,
2024-06-14 04:00:00,438.275,443.1376,436.721,442.57,13567405.0,,13567405.0,441.25,442.41,,
2024-06-17 04:00:00,442.585,450.94,440.72,448.37,20765030.0,,20765030.0,442.6,448.3,,
2024-06-18 04:00:00,449.705,450.14,444.89,446.34,17003754.0,,17003754.0,449.44,446.42,,
2024-06-20 04:00:00,446.3,446.53,441.27,445.7,19850228.0,,19850228.0,448.0,446.12,,
2024-06-21 04:00:00,447.38,450.58,446.51,449.78,34486172.0,,34486172.0,444.6,450.2,,
2024-06-24 04:00:00,449.8,452.75,446.41,447.67,15913719.0,,15913719.0,449.82,448.33,,
2024-06-25 04:00:00,448.25,451.42,446.75,450.95,16747529.0,,16747529.0,446.06,450.65,,
2024-06-26 04:00:00,449.0,453.6,448.19,452.16,16463605.0,,16463605.0,452.45,451.3,,
2024-06-27 04:00:00,452.175,456.17,451.77,452.85,14669048.0,,14669048.0,451.52,453.55,,
2024-06-28 04:00:00,453.07,455.38,446.41,446.95,28342271.0,,28342271.0,453.7,447.35,,
