timestamp,open,high,low,close,volume,vwap,trades,pre_market,after_market,dividend,split
2023-01-11 05:00:00,392.23,395.6,391.38,395.52,68702980.0,,68702980.0,390.45,395.33,,
2023-01-12 05:00:00,396.67,398.485,392.42,396.96,90145699.0,,90145699.0,395.36,397.05,,
2023-01-13 05:00:00,393.62,399.1,393.34,398.5,63853932.0,,63853932.0,396.92,398.4,,
2023-01-17 05:00:00,398.48,400.23,397.06,397.77,62577281.0,,62577281.0,397.95,396.72,,
2023-01-18 05:00:00,399.01,400.12,391.28,391.49,99495062.0,,99495062.0,398.22,390.86,,
2023-01-19 05:00:00,389.36,391.08,387.26,388.64,86601919.0,,86601919.0,390.22,389.38,,
2023-01-20 05:00:00,390.1,396.04,388.38,395.88,91542126.0,,91542126.0,389.37,396.29,,
2023-01-23 05:00:00,396.72,402.645,395.72,400.63,84178797.0,,84178797.0,389.05,400.4,,
2023-01-24 05:00:00,398.88,401.15,397.64,400.2,59469411.0,,59469411.0,400.18,398.54,,
2023-01-25 05:00:00,395.95,400.7,393.56,400.35,84684501.0,,84684501.0,398.8,400.7,,
2023-01-26 05:00:00,403.13,404.92,400.03,404.75,72177425.0,,72177425.0,401.37,403.7,,
2023-01-27 05:00:00,403.655,408.16,403.44,405.68,68249180.0,,68249180.0,403.42,405.35,,
2023-01-30 05:00:00,402.8,405.13,400.28,400.59,74067618.0,,74067618.0,402.68,401.44,,
2023-01-31 05:00:00,401.13,406.53,400.77,406.48,86655786.0,,86655786.0,399.95,405.09,,
2023-02-01 05:00:00,405.211,413.67,402.35,410.8,101459155.0,,101459155.0,405.23,412.12,,
2023-02-02 05:00:00,414.86,418.31,412.88,416.78,101192713.0,,101192713.0,413.32,414.45,,
2023-02-03 05:00:00,411.59,416.97,411.09,412.35,94577181.0,,94577181.0,413.6,411.5,,
2023-02-06 05:00:00,409.79,411.29,408.1,409.83,60250025.0,,60250025.0,410.25,410.97,,
2023-02-07 05:00:00,408.87,416.49,407.57,415.19,90721745.0,,90721745.0,410.0,414.76,,
2023-02-08 05:00:00,413.13,414.53,409.93,410.65,76227462.0,,76227462.0,414.35,411.4087,,
2023-02-09 05:00:00,414.41,414.57,405.81,407.09,78564109.0,,78564109.0,413.59,407.04,,
2023-02-10 05:00:00,405.86,408.44,405.01,408.04,70767615.0,,70767615.0,407.37,408.2,,
2023-02-13 05:00:00,408.72,412.97,408.24,412.83,64903039.0,,64903039.0,408.02,412.64,,
2023-02-14 05:00:00,411.24,415.05,408.511,412.64,87681813.0,,87681813.0,412.66,411.57,,
2023-02-15 05:00:00,410.35,414.06,409.47,413.98,61368279.0,,61368279.0,410.64,414.37,,
2023-02-16 05:00:00,408.79,412.91,408.14,408.28,76418169.0,,76418169.0,414.25,407.3,,
2023-02-17 05:00:00,406.06,407.51,404.05,407.26,89196815.0,,89196815.0,405.84,407.38,,
2023-02-21 05:00:00,403.06,404.16,398.82,399.09,82585674.0,,82585674.0,403.67,399.74,,
2023-02-22 05:00:00,399.52,401.13,397.02,398.54,83500793.0,,83500793.0,399.31,399.66,,
2023-02-23 05:00:00,401.56,402.2,396.25,400.66,96195399.0,,96195399.0,400.53,400.57,,
2023-02-24 05:00:00,395.42,397.25,393.64,396.38,108122913.0,,108122913.0,399.8,396.2,,
2023-02-27 05:00:00,399.87,401.29,396.75,397.73,80251136.0,,80251136.0,397.86,398.25,,
2023-02-28 05:00:00,397.23,399.28,396.15,396.26,96350567.0,,96350567.0,397.1,394.82,,
2023-03-01 05:00:00,395.41,396.69,393.38,394.74,99552823.0,,99552823.0,397.38,394.53,,
2023-03-02 05:00:00,392.68,398.69,392.33,397.81,85372726.0,,85372726.0,392.88,397.2,,
2023-03-03 05:00:00,399.71,404.45,399.03,404.19,90119952.0,,90119952.0,397.56,404.73,,
2023-03-06 05:00:00,405.05,407.45,404.01,404.47,72758446.0,,72758446.0,404.58,404.75,,
2023-03-07 05:00:00,404.42,404.67,397.625,398.27,108161096.0,,108161096.0,405.33,398.24,,
2023-03-08 05:00:00,398.39,399.71,396.59,398.92,74446632.0,,74446632.0,398.74,398.64,,
2023-03-09 05:00:00,399.74,401.48,390.53,391.56,111830522.0,,111830522.0,398.18,390.11,,
2023-03-10 05:00:00,390.99,393.16,384.32,385.91,189189896.0,,189189896.0,389.34,387.06,,
2023-03-13 04:00:00,381.81,390.39,380.65,385.36,157039967.0,,157039967.0,391.75,385.73,,
2023-03-14 04:00:00,390.5,393.45,387.05,391.73,149752354.0,,149752354.0,386.93,391.63,,
2023-03-15 04:00:00,385.89,389.49,383.71,389.28,172784933.0,,172784933.0,391.63,388.78,,
2023-03-16 04:00:00,386.82,396.47,386.29,396.11,143667640.0,,143667640.0,390.54,396.02,,
