timestamp,open,high,low,close,volume,vwap,trades,pre_market,after_market,dividend,split
2024-05-02 04:00:00,182.86,184.6,176.02,180.01,89148041.0,,89148041.0,182.66,180.66,,
2024-05-03 04:00:00,182.1,184.78,178.42,181.19,75491539.0,,75491539.0,180.38,181.2,,
2024-05-06 04:00:00,183.8,187.56,182.2,184.76,84390253.0,,84390253.0,182.49,184.45,,
2024-05-07 04:00:00,182.4,183.26,177.4,177.81,75007154.0,,75007154.0,185.3,176.8,,
2024-05-08 04:00:00,171.59,176.06,170.15,174.72,79966888.0,,79966888.0,177.57,174.33,,
2024-05-09 04:00:00,175.01,175.62,171.37,171.97,65950292.0,,65950292.0,173.83,172.6,,
2024-05-10 04:00:00,173.05,173.0599,167.75,168.47,72592678.0,,72592678.0,173.15,167.5,,
2024-05-13 04:00:00,170.0,175.4,169.0,171.89,66970453.0,,66970453.0,169.06,172.75,,
2024-05-14 04:00:00,174.4959,179.49,174.07,177.55,86396172.0,,86396172.0,172.35,178.3002,,
2024-05-15 04:00:00,179.9,180.0,173.11,173.99,79662993.0,,79662993.0,178.08,174.24,,
2024-05-16 04:00:00,174.1,175.79,171.43,174.84,59387220.0,,59387220.0,174.64,174.47,,
2024-05-17 04:00:00,173.55,179.63,172.75,177.46,77409845.0,,77409845.0,174.56,177.5501,,
2024-05-20 04:00:00,177.56,177.754,173.52,174.95,61727375.0,,61727375.0,178.05,175.03,,
2024-05-21 04:00:00,175.51,186.875,174.71,186.6,115247812.0,,115247812.0,174.65,184.76,,
2024-05-22 04:00:00,182.85,183.8,178.12,180.11,88313477.0,,88313477.0,183.84,179.74,,
2024-05-23 04:00:00,181.8,181.9,173.26,173.74,71975496.0,,71975496.0,180.42,174.53,,
2024-05-24 04:00:00,174.835,180.08,173.73,179.24,65584478.0,,65584478.0,174.04,178.85,,
2024-05-28 04:00:00,176.4,178.25,173.16,176.75,59714120.0,,59714120.0,177.28,176.29,,
2024-05-29 04:00:00,174.19,178.15,173.93,176.19,54702649.0,,54702649.0,175.77,175.46,,
2024-05-30 04:00:00,178.575,182.67,175.38,178.79,77784755.0,,77784755.0,175.1,178.56,,
2024-05-31 04:00:00,178.5,180.32,173.82,178.08,67224602.0,,67224602.0,177.95,177.5011,,
2024-06-03 04:00:00,178.13,182.6389,174.49,176.29,68559920.0,,68559920.0,177.8,176.3,,
2024-06-04 04:00:00,174.775,177.755,174.0,174.77,60056340.0,,60056340.0,176.5,175.15,,
2024-06-05 04:00:00,175.35,176.15,172.13,175.0,57935756.0,,57935756.0,175.48,174.9799,,
2024-06-06 04:00:00,174.6,179.73,172.73,177.94,69887024.0,,69887024.0,174.83,177.65,,
2024-06-07 04:00:00,176.13,179.35,175.58,177.48,56244932.0,,56244932.0,177.78,177.44,,
2024-06-10 04:00:00,176.06,178.57,173.17,173.79,50869682.0,,50869682.0,177.41,173.9998,,
2024-06-11 04:00:00,173.92,174.75,167.41,170.66,64688798.0,,64688798.0,173.98,170.55,,
2024-06-12 04:00:00,171.12,180.55,169.8,177.29,90372346.0,,90372346.0,170.05,178.1,,
2024-06-13 04:00:00,188.39,191.08,181.23,182.47,118984122.0,,118984122.0,187.37,182.7,,
2024-06-14 04:00:00,185.8,186.0,176.92,178.01,82038194.0,,82038194.0,183.67,177.69,,
2024-06-17 04:00:00,177.92,188.81,177.0,187.44,109786083.0,,109786083.0,178.77,187.7,,
2024-06-18 04:00:00,186.56,187.2,182.37,184.86,68974465.0,,68974465.0,188.0,184.68,,
2024-06-20 04:00:00,184.68,185.21,179.66,181.57,55893139.0,,55893139.0,185.72,181.55,,
2024-06-21 04:00:00,182.3,183.95,180.69,183.01,62922982.0,,62922982.0,181.28,182.85,,
2024-06-24 04:00:00,184.97,188.8,182.55,182.58,61992070.0,,61992070.0,182.8,182.18,,
2024-06-25 04:00:00,184.4,187.97,182.01,187.35,63677065.0,,63677065.0,183.33,187.17,,
2024-06-26 04:00:00,186.54,197.755,186.36,196.37,95537066.0,,95537066.0,188.0,195.1,,
2024-06-27 04:00:00,195.17,198.72,194.05,197.42,72650121.0,,72650121.0,194.9,197.63,,
2024-06-28 04:00:00,199.55,203.2,195.26,197.88,95388068.0,,95388068.0,197.92,197.8,,
